ID	LICENSE ID	ACCOUNT NUMBER	SITE NUMBER	LEGAL NAME	DOING BUSINESS AS NAME	ADDRESS	CITY	STATE	ZIP CODE	WARD	PRECINCT	WARD PRECINCT	POLICE DISTRICT	LICENSE CODE	LICENSE DESCRIPTION	BUSINESS ACTIVITY ID	BUSINESS ACTIVITY	LICENSE NUMBER	APPLICATION TYPE	APPLICATION CREATED DATE	APPLICATION REQUIREMENTS COMPLETE	PAYMENT DATE	CONDITIONAL APPROVAL	LICENSE TERM START DATE	LICENSE TERM EXPIRATION DATE	LICENSE APPROVED FOR ISSUANCE	DATE ISSUED	LICENSE STATUS	LICENSE STATUS CHANGE DATE	SSA	LATITUDE	LONGITUDE	LOCATION
1578446-20071216	1872459	288445	1	FRANK'S COFFEE STATION INC	FRANK COFFEE STATION INC	4917 N MILWAUKEE AVE	CHICAGO	IL	60630	45	29	45-29	16	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1578446	RENEW		10/24/2007	01/14/2008	N	12/16/2007	12/15/2009	01/15/2008	02/01/2008	AAI			41.970180017	-87.762595893	(41.97018001663336, -87.76259589329928)
2196251-20141216	2362367	376505	1	THE COFFEE ALLEY	THE COFFEE ALLEY	1152 W TAYLOR ST 1	CHICAGO	IL	60607	25		25-		1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	2196251	RENEW		10/15/2014	11/10/2014	N	12/16/2014	12/15/2016	11/10/2014	11/12/2014	AAI			41.86953213	-87.656345422	(41.86953212959898, -87.65634542207809)
1226040-20030516	1382238	32225	1	KLARETTA FOODS, INC.	RUSSIAN TEA TIME	77 E ADAMS ST	CHICAGO	IL	60603	42	9	42-9	1	1481	Caterer's Liquor License	630	Catering of Liquor To Events	1226040	RENEW		07/31/2003	07/31/2003	N	05/16/2003	11/15/2003	07/31/2003	07/31/2003	AAI			41.879436243	-87.624854359	(41.879436242790305, -87.62485435905238)
27496-20021116	1280761	11327	1	UNION FOODS INC	DUNKIN DONUTS / BASKIN ROBBINS	233 N MICHIGAN AVE  1ST	CHICAGO	IL	60601	42	44	42-44	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	27496	RENEW		09/24/2002	10/23/2002	N	11/16/2002	11/15/2003	10/23/2002	10/24/2002	AAI			41.886567371	-87.624384671	(41.886567370886944, -87.62438467059714)
23081-20050516	1586514	63414	34	STARBUCKS CORPORATION	STARBUCKS COFFEE #2223	3350 N LINCOLN AVE  1ST	CHICAGO	IL	60657	47	38	47-38	19	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23081	RENEW		03/23/2005	04/21/2005	N	05/16/2005	05/15/2006	04/21/2005	04/22/2005	AAI		27	41.943047201	-87.671180893	(41.94304720068851, -87.6711808928035)
23122-20050516	1586550	63414	53	STARBUCKS CORPORATION	STARBUCKS COFFEE #2397	4600 N MAGNOLIA AVE  MAIN	CHICAGO	IL	60640	46	35	46-35	19	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23122	RENEW		03/23/2005	04/21/2005	N	05/16/2005	05/15/2006	04/21/2005	04/22/2005	AAI		34	41.965435189	-87.661172188	(41.965435189323436, -87.66117218838588)
1741650-20130416	2236446	63414	118	STARBUCKS CORPORATION	STARBUCKS COFFEE #11125	1243-1245 W FULLERTON AVE	CHICAGO	IL	60614	43	47	43-47	18	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1741650	RENEW		02/27/2013	03/20/2013	N	04/16/2013	04/15/2015	03/20/2013	03/21/2013	AAI			41.925157007	-87.660111975	(41.92515700661516, -87.66011197475856)
44721-20020216	1215244	86212	1	INTELLIGENTSIA COFFEE & TEA INC.	INTELLIGENTSIA COFFEE & TEA, INC.	3123 N BROADWAY  1ST	CHICAGO	IL	60657	44	17	44-17	19	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	44721	RENEW		12/20/2001	03/14/2002	N	02/16/2002	02/15/2003	06/10/2002	06/11/2002	AAI		8	41.938435181	-87.644198417	(41.938435180550734, -87.64419841711218)
1446583-20040227	1446583	270606	1	N'DIGA COFFEE & BOOKS	N'DIGA COFFEE & BOOKS	3510 W 63RD ST	CHICAGO	IL	60629	23	16	23-16	8	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1446583	ISSUE	11/20/2003	11/21/2003	11/21/2003	N	02/27/2004	11/15/2004	12/22/2003	02/27/2004	AAI		3	41.778955959	-87.710901065	(41.778955959474544, -87.71090106516559)
1767602-20090416	1956502	63414	122	STARBUCKS CORPORATION	STARBUCKS COFFEE #11048	600 W LAKE ST	CHICAGO	IL	60661	42	18	42-18	12	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1767602	RENEW		02/17/2009	03/24/2009	N	04/16/2009	04/15/2011	03/24/2009	03/25/2009	AAI			41.885814724	-87.642847134	(41.88581472403691, -87.64284713389955)
1908088-20080603	1908088	331676	1	THE KHOWAJA ORGNAIZATION INC	DUNKIN DONUTS/BASKIN ROBBINS	233 S WACKER DR LOWER LEVEL	CHICAGO	IL	60606	42	12	42-12	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1908088	ISSUE	05/16/2008	05/16/2008	05/16/2008	N	06/03/2008	09/15/2008	06/02/2008	06/03/2008	AAI					
1092854-20080216	1880684	17658	11	CARIBOU COFFEE COMPANY, INC.	CARIBOU COFFEE COMPANY	311 W MONROE ST	CHICAGO	IL	60606	42	12	42-12	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1092854	RENEW		12/18/2007	03/06/2008	N	02/16/2008	02/15/2010	03/06/2008	03/12/2008	AAI			41.880527592	-87.635623854	(41.88052759161976, -87.63562385358797)
23128-20040516	1485151	63414	56	STARBUCKS CORPORATION	STARBUCKS COFFEE #2401	750 N FRANKLIN ST  1	CHICAGO	IL	60610	42	68	42-68	18	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23128	RENEW		03/17/2004	05/06/2004	N	05/16/2004	05/15/2005	05/06/2004	05/07/2004	AAI			41.896317588	-87.635840254	(41.89631758778245, -87.63584025366825)
39259-20040516	1482190	15792	2	BOURGEOIS PIG ! COFFEE, TEA & SPICES CO.	BOURGEOIS PIG ! COFFEE, TEA & SPICES CO.	738 W FULLERTON PKWY	CHICAGO	IL	60614	43	6	43-6	19	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	39259	RENEW		03/17/2004	05/18/2004	N	05/16/2004	05/15/2005	05/18/2004	05/19/2004	AAI		35	41.925575954	-87.647858308	(41.92557595368561, -87.64785830762409)
52210-20100616	2028479	17610	1	AGA DONUTS INC	DUNKIN DONUTS INC	1441 W MONTROSE AVE	CHICAGO	IL	60613	47	41	47-41	19	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	52210	RENEW		04/15/2010	06/30/2010	N	06/16/2010	06/15/2012	06/30/2010	07/01/2010	AAI		31	41.961517319	-87.666571611	(41.96151731907338, -87.66657161086611)
2452201-20160517	2452201	404524	1	STAN'S DONUTS BROADWAY ST., LLC	STAN'S DONUTS & COFFEE	3300 N BROADWAY  1ST	CHICAGO	IL	60657	44	37	44-37	19	1006	Retail Food Establishment	781	Sale of Food Prepared Onsite With Dining Area	2452201	ISSUE	03/04/2016	03/16/2016	05/09/2016	N	05/17/2016	06/15/2018	05/17/2016	05/17/2016	AAI		18	41.941883022	-87.644605003	(41.94188302202727, -87.64460500300291)
52559-20040216	1451010	17658	6	CARIBOU COFFEE COMPANY, INC.	CARIBOU COFFEE COMPANY	3025 N CLARK ST  1	CHICAGO	IL	60657	44	6	44-6	19	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	52559	RENEW		12/15/2003	02/17/2004	N	02/16/2004	02/15/2005	12/22/2003	04/07/2004	AAI		8	41.937140196	-87.648227548	(41.93714019635578, -87.64822754792601)
46071-20021116	1282038	16618	1	K.J.J. ENTERPRISES, INC.	CORLISS SHELL,  DUNKIN DONUT,MR SUB	11100 S CORLISS AVE	CHICAGO	IL	60628	9	37	9-37	5	1781	Tobacco Retail Over Counter	763	Retail Sale of Tobacco	46071	RENEW		09/24/2002	11/15/2002	N	11/16/2002	11/15/2003	11/15/2002	11/26/2002	AAI			41.692860477	-87.600741875	(41.69286047718907, -87.60074187522434)
1143770-20050516	1586594	63414	82	STARBUCKS CORPORATION	STARBUCKS COFFEE #2515	2275 N LINCOLN AVE	CHICAGO	IL	60614	43	35	43-35	18	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1143770	RENEW		03/23/2005	04/21/2005	N	05/16/2005	05/15/2006	04/21/2005	04/22/2005	AAI		35	41.92361621	-87.645991122	(41.92361620972698, -87.64599112233753)
28283-20040816	1505670	63663	1	PING T MOY	HOE CHINA TEA RESTAURANT	4024 W 55TH ST 1ST	CHICAGO	IL	60632	23	6	23-6	8	1475	Consumption on Premises - Incidental Activity	638	Consumption of Liquor on Premises	28283	RENEW		06/30/2004	08/10/2004	N	08/16/2004	08/15/2005	08/11/2004	08/12/2004	AAI			41.79330455	-87.724329339	(41.793304550378586, -87.72432933918644)
34997-20021116	1291862	63682	4	ZURI INC	DUNKIN DONUTS	1632 W HOWARD ST	CHICAGO	IL	60626	49	1	49-1	24	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	34997	RENEW		09/24/2002	11/06/2002	N	11/16/2002	11/15/2003	12/04/2002	12/05/2002	AAI		19	42.019489851	-87.672056667	(42.01948985104065, -87.67205666727395)
1678255-20080916	1919459	300609	1	TKO INC.	DUNKIN DONUTS	303 E WACKER DR  C-09	CHICAGO	IL	60601	42	50	42-50	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1678255	RENEW		07/15/2008	09/11/2008	N	09/16/2008	09/15/2010	09/11/2008	09/11/2008	AAI			41.887705379	-87.620588144	(41.88770537937826, -87.62058814392799)
1578379-20051116	1643495	288407	1	OH GEE! INC	THE COFFEE BEANERY	2158 N DAMEN AVE	CHICAGO	IL	60647	32	34	32-34	14	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1578379	RENEW		09/22/2005	10/21/2005	N	11/16/2005	11/15/2006	10/21/2005	10/24/2005	AAI		33	41.921288072	-87.677896155	(41.921288071895454, -87.67789615505565)
1379788-20031202	1379788	265027	1	METROPOLIS COFFEE COMPANY LLC	METROPOLIS COFFEE COMPANY	1039-1041 W GRANVILLE AVE	CHICAGO	IL	60660	48	32	48-32	24	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1379788	ISSUE	07/01/2003	07/01/2003	07/01/2003	N	12/02/2003	08/15/2004	12/02/2003	12/02/2003	AAI		26	41.994481857	-87.65710042	(41.994481856507505, -87.65710041981102)
17349-20110816	2099836	7069	1	VISHAL INC	DUNKIN DONUTS	5000 W IRVING PARK RD 1	CHICAGO	IL	60641	45	31	45-31	16	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	17349	RENEW		06/15/2011	08/03/2011	N	08/16/2011	08/15/2013	08/03/2011	08/04/2011	AAI		28	41.95346817	-87.752305934	(41.95346817003143, -87.75230593409377)
1801595-20151116	2425533	217214	3	THOMAS MANAGEMENT ASSOCIATE	DUNKIN DONUTS	8145 S PULASKI RD 1ST FLOOR 1	CHICAGO	IL	60652	18	11	18-11	8	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1801595	RENEW		09/15/2015	10/09/2015	N	11/16/2015	11/15/2017	10/09/2015	10/13/2015	AAI			41.744472165	-87.721602131	(41.74447216541511, -87.72160213082438)
1304974-20030816	1377783	256073	1	HWT Corporation	TEA LEAF CAFE'	2334 S WENTWORTH AVE  105	CHICAGO	IL	60616	25	14	25-14	9	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1304974	RENEW		06/24/2003	08/07/2003	N	08/16/2003	08/15/2004	09/04/2003	09/05/2003	AAI			41.849954002	-87.632094196	(41.84995400192252, -87.63209419559098)
1330097-20090916	1983061	257228	1	HALSTED QUALITY GAS, INC.	HALSTED SHELL, DUNKIN DONUTS, MR. SUB	9802 S HALSTED ST	CHICAGO	IL	60628	34	40	34-40	22	1781	Tobacco Retail Over Counter	763	Retail Sale of Tobacco	1330097	RENEW		07/15/2009	09/12/2009	N	09/16/2009	09/15/2011	09/12/2009	09/14/2009	AAI			41.71580477	-87.643208253	(41.71580477012766, -87.64320825324427)
1143492-20020816	1267684	214852	2	KC COFFEE SHOP & RESTAURANT, INC.	KC COFFEE SHOP & SHOP RESTAURANT, INC.	766 W JACKSON BLVD	CHICAGO	IL	60661	27	58	27-58	12	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1143492	RENEW		06/28/2002	08/08/2002	N	08/16/2002	08/15/2003	08/08/2002	08/21/2002	AAI		16	41.878064049	-87.64663772	(41.878064049349405, -87.64663771986744)
23053-20030516	1349047	63414	22	STARBUCKS CORPORATION	STARBUCKS COFFEE #2201	1023  -01025 W ADDISON ST  1ST	CHICAGO	IL	60613	44	31	44-31	19	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23053	RENEW		03/25/2003	05/15/2003	N	05/16/2003	05/15/2004	05/15/2003	05/15/2003	AAI		17	41.94711896	-87.655302451	(41.947118959575704, -87.65530245115706)
23041-20030516	1349038	63414	17	STARBUCKS CORPORATION	STARBUCKS COFFEE #232	35 E WACKER DR 1ST	CHICAGO	IL	60601	42	9	42-9	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23041	RENEW		03/25/2003	05/15/2003	N	05/16/2003	05/15/2004	05/15/2003	05/15/2003	AAI		1	41.886831512	-87.626556085	(41.886831512316874, -87.62655608493642)
23063-20060516	1688787	63414	27	STARBUCKS CORPORATION	STARBUCKS COFFEE #225	40 W LAKE ST 1ST	CHICAGO	IL	60601	42	9	42-9	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23063	RENEW		03/27/2006	05/11/2006	N	05/16/2006	05/15/2007	05/11/2006	05/11/2006	AAI		1	41.885855996	-87.629421739	(41.88585599581413, -87.6294217392213)
1908088-20100916	2047374	331676	1	THE KHOWAJA ORGNAIZATION INC	DUNKIN DONUTS/BASKIN ROBBINS	233 S WACKER DR LOWER LEVEL	CHICAGO	IL	60606	42	12	42-12	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1908088	RENEW		07/15/2010	09/07/2010	N	09/16/2010	09/15/2012	09/07/2010	09/08/2010	AAI					
1330095-20071116	1861212	257228	1	HALSTED QUALITY GAS, INC.	HALSTED SHELL, DUNKIN DONUTS, MR. SUB	9802 S HALSTED ST	CHICAGO	IL	60628	34	40	34-40	22	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1330095	RENEW		09/21/2007	10/17/2007	N	11/16/2007	09/15/2009	10/17/2007	10/18/2007	AAI			41.71580477	-87.643208253	(41.71580477012766, -87.64320825324427)
1226256-20100916	2045372	243505	1	E. DOING INC.	DUNKIN DONUTS	201 N CLARK ST	CHICAGO	IL	60601	42	9	42-9	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1226256	RENEW		07/15/2010	09/07/2010	N	09/16/2010	09/15/2012	09/07/2010	11/17/2010	AAI			41.885771217	-87.630829816	(41.88577121746171, -87.63082981639084)
1273771-20030816	1376735	251799	1	NRN COFFEE, INC.	DUNKIN DONUTS	2477 S ARCHER AVE	CHICAGO	IL	60616	11	50	11-50	9	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1273771	RENEW		06/24/2003	08/12/2003	N	08/16/2003	08/15/2004	08/12/2003	08/13/2003	AAI			41.84755805	-87.645495992	(41.84755805016441, -87.64549599168248)
2385999-20151116	2385999	369504	9	COFFEE HOUSE HOLDINGS, INC.	STARBUCKS COFFEE #7948	2730 N NARRAGANSETT AVE 1ST	CHICAGO	IL	60639	36	52	36-52	25	1475	Consumption on Premises - Incidental Activity	638	Consumption of Liquor on Premises	2385999	ISSUE	03/09/2015	10/06/2015	09/22/2015	N	11/16/2015	12/15/2017	11/16/2015	11/16/2015	AAI			41.930110626	-87.785823503	(41.93011062600186, -87.78582350333859)
69607-20061116	1753688	65038	1	DUNNING DONUTS INC	DUNKIN DONUTS / BASKIN ROBBINS	6408 W IRVING PARK RD 1ST	CHICAGO	IL	60634	38	12	38-12	16	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	69607	RENEW		09/20/2006	11/15/2006	N	11/16/2006	11/15/2007	11/15/2006	11/16/2006	AAI			41.953021363	-87.786956131	(41.95302136277807, -87.7869561311957)
2163895-20120705	2163895	338927	2	STAR LOUNGE COFFEE BAR, INC.	STAR LOUNGE COFFEE BAR, INC.	1900 W CHICAGO AVE	CHICAGO	IL	60622	1	46	1-46	12	1329	Special Event Food	814	Special Event Food	2163895	ISSUE	07/03/2012	07/03/2012	07/05/2012	N	07/05/2012	07/08/2012	07/05/2012	07/05/2012	AAI		29	41.896059477	-87.67467547	(41.896059477375616, -87.67467546958241)
23099-20050516	1586528	63414	42	STARBUCKS CORPORATION	STARBUCKS COFFEE #222	2200 N CLYBOURN AVE  MAIN	CHICAGO	IL	60614	2	37	2-37	18	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23099	RENEW		03/23/2005	04/21/2005	N	05/16/2005	05/15/2006	04/21/2005	04/22/2005	AAI			41.921581373	-87.664565129	(41.921581373212874, -87.6645651292835)
2142688-20140416	2312916	370469	1	Cafemechanics llc	Dollop Coffee and Tea	4181 N CLARENDON AVE 1	CHICAGO	IL	60613	46		46-		1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	2142688	RENEW		02/15/2014	05/08/2014	N	04/16/2014	04/15/2016	05/08/2014	05/08/2014	AAI			41.957940147	-87.64965206	(41.95794014690388, -87.6496520597932)
31590-20050516	1493204	89253	5	SHIMURIMA, INC.	DUNKIN DONUTS	1927 W FULLERTON AVE	CHICAGO	IL	60614	32	34	32-34	14	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	31590	RENEW		03/23/2005	04/13/2005	N	05/16/2005	11/15/2005	04/13/2005	08/23/2005	AAI			41.924928364	-87.676958645	(41.92492836362257, -87.67695864528407)
2156643-20121016	2180848	49738	9	ROOSEVELT UNIVERSITY	Roosevelt University Coffee Shop	430 S MICHIGAN AVE 1ST FLOOR	CHICAGO	IL	60605	42		42-		1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	2156643	RENEW		08/15/2012	10/09/2012	N	10/16/2012	10/15/2014	10/09/2012	10/10/2012	AAI			41.876248128	-87.624419185	(41.876248128035826, -87.62441918459099)
2294414-20160216	2441911	386406	1	Damen Ave Stans LLC	Stans Donuts	1560 N DAMEN AVE 1	CHICAGO	IL	60622	1	8	1-8	14	1006	Retail Food Establishment	781	Sale of Food Prepared Onsite With Dining Area	2294414	RENEW		12/15/2015	01/11/2016	N	02/16/2016	02/15/2018	01/11/2016	04/06/2016	AAI		33	41.909995199	-87.677599087	(41.909995199415974, -87.67759908709834)
2055612-20101004	2055612	356540	1	BROTHERS COFFEE SHOP, INC.	BROTHERS COFFEE SHOP INC	4720 N KEDZIE AVE 1ST	CHICAGO	IL	60625	33	26	33-26	17	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	2055612	ISSUE	09/13/2010	09/21/2010	09/21/2010	N	10/04/2010	10/15/2012	10/01/2010	10/04/2010	AAI		60	41.967283023	-87.708583207	(41.96728302315077, -87.70858320665874)
40530-20040816	1498740	15970	1	SOMIC INC	DUNKIN DONUTS	7156 N HARLEM AVE 1ST	CHICAGO	IL	60631	41	1	41-1	16	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	40530	RENEW		06/30/2004	07/19/2004	N	08/16/2004	08/15/2005	07/19/2004	07/21/2004	AAI			42.0116069	-87.80678668	(42.01160690028489, -87.80678668012122)
76517-20031116	1428947	22622	2	PEET'S OPERATING COMPANY, INC.	PEET'S COFFEE & TEA	1000 W NORTH AVE	CHICAGO	IL	60622	2	51	2-51	18	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	76517	RENEW		09/26/2003	10/27/2003	N	11/16/2003	11/15/2004	11/24/2003	11/25/2003	AAI			41.910948763	-87.653159551	(41.910948762561205, -87.65315955127153)
1226040-20040516	1483549	32225	1	KLARETTA FOODS, INC.	RUSSIAN TEA TIME	77 E ADAMS ST	CHICAGO	IL	60603	42	9	42-9	1	1481	Caterer's Liquor License	630	Catering of Liquor To Events	1226040	RENEW		03/17/2004	05/06/2004	N	05/16/2004	05/15/2005	05/10/2004	05/11/2004	AAI			41.879436243	-87.624854359	(41.879436242790305, -87.62485435905238)
1742236-20120916	2175036	308567	1	REENA & RUPAL INC.	DUNKIN DONUTS	201 W MADISON ST	CHICAGO	IL	60606	42	49	42-49	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1742236	RENEW		07/16/2012	09/10/2012	N	09/16/2012	09/15/2014	09/10/2012	09/11/2012	AAI			41.881835466	-87.633897389	(41.88183546590967, -87.63389738860116)
70-20020516	1241038	66022	5	Cosi, Inc.	XANDO COFFEE & BAR / COSI SANDWICH BAR	1200 N STATE PKWY	CHICAGO	IL	60610	2	30	2-30	18	1475	Consumption on Premises - Incidental Activity	638	Consumption of Liquor on Premises	70	RENEW	03/27/2002	05/14/2002	05/14/2002	N	05/16/2002	11/15/2002	05/14/2002	06/17/2002	AAI			41.903988441	-87.628824428	(41.903988440943145, -87.62882442783756)
39259-20060516	1684967	15792	2	BOURGEOIS PIG ! COFFEE, TEA & SPICES CO.	BOURGEOIS PIG ! COFFEE, TEA & SPICES CO.	738 W FULLERTON PKWY	CHICAGO	IL	60614	43	6	43-6	19	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	39259	RENEW		03/27/2006	05/28/2006	N	05/16/2006	05/15/2007	05/29/2006	05/30/2006	AAI		35	41.925575954	-87.647858308	(41.92557595368561, -87.64785830762409)
1520681-20050216	1572152	281263	1	BeBoBa, LTD	BEBOBA BUBBLE TEA HOUSE	3533 B N WESTERN AVE	CHICAGO	IL	60618	47	46	47-46	19	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1520681	RENEW		12/20/2004	01/20/2005	N	02/16/2005	02/15/2006	01/20/2005	02/28/2005	AAI		38	41.945912105	-87.688088033	(41.94591210546262, -87.68808803317516)
23124-20020516	1240441	63414	54	STARBUCKS CORPORATION	STARBUCKS COFFEE #2378	4553 -4557 N LINCOLN AVE  1ST	CHICAGO	IL	60625	47	45	47-45	19	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23124	RENEW		03/27/2002	05/10/2002	N	05/16/2002	05/15/2003	05/10/2002	05/14/2002	AAI		21	41.964622923	-87.685770718	(41.964622923210825, -87.68577071779451)
1139799-20020216	1212985	63414	78	STARBUCKS CORPORATION	STARBUCKS COFFEE #2494	1157 W WRIGHTWOOD AVE	CHICAGO	IL	60614	43	32	43-32	19	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1139799	RENEW		12/20/2001	03/12/2002	N	02/16/2002	02/15/2003	04/25/2002	04/26/2002	AAI			41.928816916	-87.658378837	(41.928816915505855, -87.65837883656692)
2109577-20110817	2109577	339535	5	ARGO TEA, INC.	ARGO TEA CAFE - O'HARE T2	11601 W TOUHY AVE SPACE T2EF.U.29.A TERMNL 2	CHICAGO	IL	60666	41	27	41-27	16	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	2109577	ISSUE		08/08/2011	08/08/2011	N	08/17/2011	01/15/2012	08/17/2011	08/17/2011	AAI			42.008536401	-87.914428439	(42.008536400868735, -87.91442843927047)
1276300-20030816	1377054	252853	1	CICERO-WESTERN LLC	DUNKIN DONUTS	4649 S CICERO AVE	CHICAGO	IL	60632	22	31	22-31	8	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1276300	RENEW		06/24/2003	07/24/2003	N	08/16/2003	08/15/2004	07/24/2003	07/25/2003	AAI			41.80799862	-87.743012156	(41.80799862039474, -87.74301215645471)
2284168-20130923	2284168	384696	1	Block 37 CTA Donuts, Inc.	Dunkin Donuts	128 N STATE ST 1	CHICAGO	IL	60602	42		42-		1006	Retail Food Establishment	782	Sale of Food Prepared Onsite Without Dining Area	2284168	ISSUE		09/03/2013	09/03/2013	N	09/23/2013	10/15/2015	09/23/2013	09/23/2013	AAI		1	41.883882629	-87.628039069	(41.883882629163985, -87.6280390685969)
2341038-20140709	2341038	391513	1	STAR LOUNGE, LLC	STAR LOUNGE COFFEE BAR	2521 W CHICAGO AVE	CHICAGO	IL	60622	26	17	26-17	12	1006	Retail Food Establishment	781	Sale of Food Prepared Onsite With Dining Area	2341038	ISSUE	06/27/2014	06/27/2014	06/27/2014	N	07/09/2014	07/15/2016	07/08/2014	07/09/2014	AAI			41.895598358	-87.690160947	(41.89559835844706, -87.69016094671237)
1303785-20031116	1437692	220853	1	NANCY Y YOUEL	NANCY,S RAINBOW & DONUTS	3204 W LAWRENCE AVE	CHICAGO	IL	60625	33	22	33-22	17	1781	Tobacco Retail Over Counter	763	Retail Sale of Tobacco	1303785	RENEW		09/26/2003	11/10/2003	N	11/16/2003	11/15/2004	11/10/2003	06/29/2004	AAI		60	41.968557343	-87.708705603	(41.96855734291342, -87.70870560337353)
44721-20120916	2173948	86212	1	INTELLIGENTSIA COFFEE & TEA INC.	INTELLIGENTSIA COFFEE & TEA, INC.	3123 N BROADWAY  1ST	CHICAGO	IL	60657	44	17	44-17	19	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	44721	RENEW		07/16/2012	07/24/2012	N	09/16/2012	09/15/2014	07/24/2012	07/25/2012	AAI		8	41.938435181	-87.644198417	(41.938435180550734, -87.64419841711218)
1276339-20150416	2381443	63414	93	STARBUCKS CORPORATION	STARBUCKS COFFEE  #2635	4753 N BROADWAY	CHICAGO	IL	60640	46	40	46-40	19	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1276339	RENEW		02/15/2015	03/16/2015	N	04/16/2015	04/15/2017	03/16/2015	03/18/2015	AAI		34	41.968723711	-87.659414087	(41.96872371055819, -87.65941408749583)
1221630-20040216	1421597	223050	1	RENEWANCE IN CHRIST MBC	RIGHTSPIRIT COFFEE SHOP	5819 W CORCORAN PL	CHICAGO	IL	60644	29	11	29-11	15	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1221630	RENEW		12/15/2003	03/17/2004	N	02/16/2004	05/15/2004	12/22/2003	05/25/2004	AAI			41.887043216	-87.770812372	(41.88704321554462, -87.77081237223072)
46068-20041116	1524006	16618	1	K.J.J. ENTERPRISES, INC.	CORLISS SHELL,  DUNKIN DONUT,MR SUB	11100 S CORLISS AVE	CHICAGO	IL	60628	9	37	9-37	5	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	46068	RENEW		09/27/2004	11/09/2004	N	11/16/2004	11/15/2005	11/09/2004	11/09/2004	AAI			41.692860477	-87.600741875	(41.69286047718907, -87.60074187522434)
23073-20030516	1349063	63414	30	STARBUCKS CORPORATION	STARBUCKS COFFEE #238	70 W MADISON ST 1ST	CHICAGO	IL	60602	42	9	42-9	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23073	RENEW		03/25/2003	05/15/2003	N	05/16/2003	05/15/2004	05/15/2003	05/15/2003	AAI			41.882093367	-87.630391645	(41.882093367301316, -87.63039164462683)
79820-20041116	1525167	23302	1	NRN 11 INC	DUNKIN DONUTS	3214 W 87TH ST	CHICAGO	IL	60652	18	9	18-9	8	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	79820	RENEW		09/27/2004	10/13/2004	N	11/16/2004	11/15/2005	10/13/2004	10/14/2004	AAI			41.735289128	-87.702581068	(41.7352891275082, -87.7025810676121)
